location,date,vaccine,total_vaccinations,month
Italy,2021-03-02,Pfizer/BioNTech,4145167,2021-03
Italy,2021-03-03,Moderna,168472,2021-03
Italy,2021-03-03,Oxford/AstraZeneca,491600,2021-03
Italy,2021-03-03,Pfizer/BioNTech,4264746,2021-03
Italy,2021-03-04,Moderna,179563,2021-03
Italy,2021-03-04,Oxford/AstraZeneca,552999,2021-03
Italy,2021-03-04,Pfizer/BioNTech,4391093,2021-03
Italy,2021-03-05,Moderna,191890,2021-03
Italy,2021-03-05,Oxford/AstraZeneca,619942,2021-03
Italy,2021-03-05,Pfizer/BioNTech,4518867,2021-03
Italy,2021-03-06,Johnson&Johnson,30,2021-03
Italy,2021-03-06,Moderna,205276,2021-03
Italy,2021-03-06,Oxford/AstraZeneca,683944,2021-03
Italy,2021-03-06,Pfizer/BioNTech,4620148,2021-03
Italy,2021-03-07,Johnson&Johnson,31,2021-03
Italy,2021-03-07,Moderna,213483,2021-03
Italy,2021-03-07,Oxford/AstraZeneca,720662,2021-03
Italy,2021-03-07,Pfizer/BioNTech,4678460,2021-03
Italy,2021-03-08,Johnson&Johnson,37,2021-03
Italy,2021-03-08,Moderna,225872,2021-03
Italy,2021-03-08,Oxford/AstraZeneca,781316,2021-03
Italy,2021-03-08,Pfizer/BioNTech,4787656,2021-03
Italy,2021-03-09,Johnson&Johnson,38,2021-03
Italy,2021-03-09,Moderna,238734,2021-03
Italy,2021-03-09,Oxford/AstraZeneca,844995,2021-03
Italy,2021-03-09,Pfizer/BioNTech,4907230,2021-03
Italy,2021-03-10,Johnson&Johnson,41,2021-03
Italy,2021-03-10,Moderna,249956,2021-03
Italy,2021-03-10,Oxford/AstraZeneca,912356,2021-03
Italy,2021-03-10,Pfizer/BioNTech,5045248,2021-03
Italy,2021-03-11,Johnson&Johnson,50,2021-03
Italy,2021-03-11,Moderna,262411,2021-03
Italy,2021-03-11,Oxford/AstraZeneca,984606,2021-03
Italy,2021-03-11,Pfizer/BioNTech,5185874,2021-03
Italy,2021-03-12,Johnson&Johnson,58,2021-03
Italy,2021-03-12,Moderna,272955,2021-03
Italy,2021-03-12,Oxford/AstraZeneca,1057818,2021-03
Italy,2021-03-12,Pfizer/BioNTech,5315454,2021-03
Italy,2021-03-13,Johnson&Johnson,64,2021-03
Italy,2021-03-13,Moderna,284346,2021-03
Italy,2021-03-13,Oxford/AstraZeneca,1125170,2021-03
Italy,2021-03-13,Pfizer/BioNTech,5414358,2021-03
Italy,2021-03-14,Johnson&Johnson,69,2021-03
Italy,2021-03-14,Moderna,291143,2021-03
Italy,2021-03-14,Oxford/AstraZeneca,1166088,2021-03
Italy,2021-03-14,Pfizer/BioNTech,5472740,2021-03
Italy,2021-03-15,Johnson&Johnson,79,2021-03
Italy,2021-03-15,Moderna,302202,2021-03
Italy,2021-03-15,Oxford/AstraZeneca,1217382,2021-03
Italy,2021-03-15,Pfizer/BioNTech,5586235,2021-03
Italy,2021-03-16,Johnson&Johnson,96,2021-03
Italy,2021-03-16,Moderna,314247,2021-03
Italy,2021-03-16,Oxford/AstraZeneca,1217576,2021-03
Italy,2021-03-16,Pfizer/BioNTech,5714880,2021-03
Italy,2021-03-17,Johnson&Johnson,123,2021-03
Italy,2021-03-17,Moderna,325992,2021-03
Italy,2021-03-17,Oxford/AstraZeneca,1217616,2021-03
Italy,2021-03-17,Pfizer/BioNTech,5869444,2021-03
Italy,2021-03-18,Johnson&Johnson,143,2021-03
Italy,2021-03-18,Moderna,339148,2021-03
Italy,2021-03-18,Oxford/AstraZeneca,1217713,2021-03
Italy,2021-03-18,Pfizer/BioNTech,6020399,2021-03
Italy,2021-03-19,Johnson&Johnson,156,2021-03
Italy,2021-03-19,Moderna,350847,2021-03
Italy,2021-03-19,Oxford/AstraZeneca,1236394,2021-03
Italy,2021-03-19,Pfizer/BioNTech,6166790,2021-03
Italy,2021-03-20,Johnson&Johnson,161,2021-03
Italy,2021-03-20,Moderna,363350,2021-03
Italy,2021-03-20,Oxford/AstraZeneca,1287674,2021-03
Italy,2021-03-20,Pfizer/BioNTech,6279441,2021-03
Italy,2021-03-21,Johnson&Johnson,164,2021-03
Italy,2021-03-21,Moderna,372970,2021-03
Italy,2021-03-21,Oxford/AstraZeneca,1332523,2021-03
Italy,2021-03-21,Pfizer/BioNTech,6355749,2021-03
Italy,2021-03-22,Moderna,385008,2021-03
Italy,2021-03-22,Oxford/AstraZeneca,1403757,2021-03
Italy,2021-03-22,Pfizer/BioNTech,6469246,2021-03
Italy,2021-03-23,Johnson&Johnson,172,2021-03
Italy,2021-03-23,Moderna,398690,2021-03
Italy,2021-03-23,Oxford/AstraZeneca,1484695,2021-03
Italy,2021-03-23,Pfizer/BioNTech,6601814,2021-03
Italy,2021-03-24,Johnson&Johnson,173,2021-03
Italy,2021-03-24,Moderna,414384,2021-03
Italy,2021-03-24,Oxford/AstraZeneca,1562643,2021-03
Italy,2021-03-24,Pfizer/BioNTech,6766566,2021-03
Italy,2021-03-25,Johnson&Johnson,176,2021-03
Italy,2021-03-25,Moderna,432881,2021-03
Italy,2021-03-25,Oxford/AstraZeneca,1645871,2021-03
Italy,2021-03-25,Pfizer/BioNTech,6936711,2021-03
Italy,2021-03-26,Johnson&Johnson,182,2021-03
Italy,2021-03-26,Moderna,452624,2021-03
Italy,2021-03-26,Oxford/AstraZeneca,1729961,2021-03
Italy,2021-03-26,Pfizer/BioNTech,7105780,2021-03
Italy,2021-03-27,Johnson&Johnson,187,2021-03
Italy,2021-03-27,Moderna,481765,2021-03
Italy,2021-03-27,Oxford/AstraZeneca,1798086,2021-03
Italy,2021-03-27,Pfizer/BioNTech,7250087,2021-03
Italy,2021-03-28,Johnson&Johnson,188,2021-03
Italy,2021-03-28,Moderna,499231,2021-03
Italy,2021-03-28,Oxford/AstraZeneca,1853751,2021-03
Italy,2021-03-28,Pfizer/BioNTech,7340714,2021-03
Italy,2021-03-29,Moderna,523942,2021-03
Italy,2021-03-29,Oxford/AstraZeneca,1927558,2021-03
Italy,2021-03-29,Pfizer/BioNTech,7486661,2021-03
Italy,2021-03-30,Johnson&Johnson,191,2021-03
Italy,2021-03-30,Moderna,553271,2021-03
Italy,2021-03-30,Oxford/AstraZeneca,2002920,2021-03
Italy,2021-03-30,Pfizer/BioNTech,7652983,2021-03
Italy,2021-03-31,Johnson&Johnson,209,2021-03
Italy,2021-03-31,Moderna,576971,2021-03
Italy,2021-03-31,Oxford/AstraZeneca,2075525,2021-03
Italy,2021-03-31,Pfizer/BioNTech,7864284,2021-03
Italy,2021-04-01,Johnson&Johnson,217,2021-04
Italy,2021-04-01,Moderna,602409,2021-04
Italy,2021-04-01,Oxford/AstraZeneca,2131858,2021-04
Italy,2021-04-01,Pfizer/BioNTech,8071540,2021-04
Italy,2021-04-02,Johnson&Johnson,220,2021-04
Italy,2021-04-02,Moderna,633150,2021-04
Italy,2021-04-02,Oxford/AstraZeneca,2198904,2021-04
Italy,2021-04-02,Pfizer/BioNTech,8257716,2021-04
Italy,2021-04-03,Johnson&Johnson,222,2021-04
Italy,2021-04-03,Moderna,669688,2021-04
Italy,2021-04-03,Oxford/AstraZeneca,2246484,2021-04
Italy,2021-04-03,Pfizer/BioNTech,8404671,2021-04
Italy,2021-04-04,Moderna,681688,2021-04
Italy,2021-04-04,Oxford/AstraZeneca,2284900,2021-04
Italy,2021-04-04,Pfizer/BioNTech,8450594,2021-04
Italy,2021-04-05,Johnson&Johnson,230,2021-04
Italy,2021-04-05,Moderna,702040,2021-04
Italy,2021-04-05,Oxford/AstraZeneca,2344222,2021-04
Italy,2021-04-05,Pfizer/BioNTech,8542524,2021-04
Italy,2021-04-06,Johnson&Johnson,287,2021-04
Italy,2021-04-06,Moderna,743026,2021-04
Italy,2021-04-06,Oxford/AstraZeneca,2429963,2021-04
Italy,2021-04-06,Pfizer/BioNTech,8703005,2021-04
Italy,2021-04-07,Johnson&Johnson,294,2021-04
Italy,2021-04-07,Moderna,773337,2021-04
Italy,2021-04-07,Oxford/AstraZeneca,2513360,2021-04
Italy,2021-04-07,Pfizer/BioNTech,8924691,2021-04
Italy,2021-04-08,Johnson&Johnson,303,2021-04
Italy,2021-04-08,Moderna,807927,2021-04
Italy,2021-04-08,Oxford/AstraZeneca,2571672,2021-04
Italy,2021-04-08,Pfizer/BioNTech,9172044,2021-04
Italy,2021-04-09,Johnson&Johnson,331,2021-04
Italy,2021-04-09,Moderna,844492,2021-04
Italy,2021-04-09,Oxford/AstraZeneca,2624953,2021-04
Italy,2021-04-09,Pfizer/BioNTech,9419368,2021-04
Italy,2021-04-10,Johnson&Johnson,336,2021-04
Italy,2021-04-10,Moderna,885759,2021-04
Italy,2021-04-10,Oxford/AstraZeneca,2686123,2021-04
Italy,2021-04-10,Pfizer/BioNTech,9638959,2021-04
Italy,2021-04-11,Johnson&Johnson,340,2021-04
Italy,2021-04-11,Moderna,903755,2021-04
Italy,2021-04-11,Oxford/AstraZeneca,2723658,2021-04
Italy,2021-04-11,Pfizer/BioNTech,9785950,2021-04
Italy,2021-04-12,Johnson&Johnson,347,2021-04
Italy,2021-04-12,Moderna,928612,2021-04
Italy,2021-04-12,Oxford/AstraZeneca,2802594,2021-04
Italy,2021-04-12,Pfizer/BioNTech,9950532,2021-04
Italy,2021-04-13,Johnson&Johnson,355,2021-04
Italy,2021-04-13,Moderna,956980,2021-04
Italy,2021-04-13,Oxford/AstraZeneca,2898568,2021-04
Italy,2021-04-13,Pfizer/BioNTech,10116831,2021-04
Italy,2021-04-14,Johnson&Johnson,357,2021-04
Italy,2021-04-14,Moderna,984329,2021-04
Italy,2021-04-14,Oxford/AstraZeneca,2999827,2021-04
Italy,2021-04-14,Pfizer/BioNTech,10310870,2021-04
Italy,2021-04-15,Moderna,1009548,2021-04
Italy,2021-04-15,Oxford/AstraZeneca,3090882,2021-04
Italy,2021-04-15,Pfizer/BioNTech,10547859,2021-04
Italy,2021-04-16,Johnson&Johnson,359,2021-04
Italy,2021-04-16,Moderna,1031371,2021-04
Italy,2021-04-16,Oxford/AstraZeneca,3198738,2021-04
Italy,2021-04-16,Pfizer/BioNTech,10800028,2021-04
Italy,2021-04-17,Moderna,1054073,2021-04
Italy,2021-04-17,Oxford/AstraZeneca,3307735,2021-04
Italy,2021-04-17,Pfizer/BioNTech,11029315,2021-04
Italy,2021-04-18,Johnson&Johnson,360,2021-04
Italy,2021-04-18,Moderna,1067656,2021-04
Italy,2021-04-18,Oxford/AstraZeneca,3380809,2021-04
Italy,2021-04-18,Pfizer/BioNTech,11185274,2021-04
Italy,2021-04-19,Johnson&Johnson,362,2021-04
Italy,2021-04-19,Moderna,1084969,2021-04
Italy,2021-04-19,Oxford/AstraZeneca,3477425,2021-04
Italy,2021-04-19,Pfizer/BioNTech,11383417,2021-04
Italy,2021-04-20,Johnson&Johnson,363,2021-04
Italy,2021-04-20,Moderna,1109210,2021-04
Italy,2021-04-20,Oxford/AstraZeneca,3574722,2021-04
Italy,2021-04-20,Pfizer/BioNTech,11596947,2021-04
Italy,2021-04-21,Johnson&Johnson,367,2021-04
Italy,2021-04-21,Moderna,1139675,2021-04
Italy,2021-04-21,Oxford/AstraZeneca,3677020,2021-04
Italy,2021-04-21,Pfizer/BioNTech,11838806,2021-04
Italy,2021-04-22,Johnson&Johnson,658,2021-04
Italy,2021-04-22,Moderna,1172950,2021-04
Italy,2021-04-22,Oxford/AstraZeneca,3768782,2021-04
Italy,2021-04-22,Pfizer/BioNTech,12114315,2021-04
Italy,2021-04-23,Johnson&Johnson,1203,2021-04
Italy,2021-04-23,Moderna,1206335,2021-04
Italy,2021-04-23,Oxford/AstraZeneca,3865314,2021-04
Italy,2021-04-23,Pfizer/BioNTech,12391005,2021-04
Italy,2021-04-24,Johnson&Johnson,4240,2021-04
Italy,2021-04-24,Moderna,1249247,2021-04
Italy,2021-04-24,Oxford/AstraZeneca,3959244,2021-04
Italy,2021-04-24,Pfizer/BioNTech,12639245,2021-04
Italy,2021-04-25,Johnson&Johnson,12993,2021-04
Italy,2021-04-25,Moderna,1282063,2021-04
Italy,2021-04-25,Oxford/AstraZeneca,4035177,2021-04
Italy,2021-04-25,Pfizer/BioNTech,12789938,2021-04
Italy,2021-04-26,Johnson&Johnson,22355,2021-04
Italy,2021-04-26,Moderna,1321493,2021-04
Italy,2021-04-26,Oxford/AstraZeneca,4099977,2021-04
Italy,2021-04-26,Pfizer/BioNTech,13022120,2021-04
Italy,2021-04-27,Johnson&Johnson,32180,2021-04
Italy,2021-04-27,Moderna,1375259,2021-04
Italy,2021-04-27,Oxford/AstraZeneca,4167939,2021-04
Italy,2021-04-27,Pfizer/BioNTech,13265466,2021-04
Italy,2021-04-28,Johnson&Johnson,41131,2021-04
Italy,2021-04-28,Moderna,1430188,2021-04
Italy,2021-04-28,Oxford/AstraZeneca,4245210,2021-04
Italy,2021-04-28,Pfizer/BioNTech,13534964,2021-04
Italy,2021-04-29,Johnson&Johnson,51258,2021-04
Italy,2021-04-29,Moderna,1485518,2021-04
Italy,2021-04-29,Oxford/AstraZeneca,4334375,2021-04
Italy,2021-04-29,Pfizer/BioNTech,13912025,2021-04
Italy,2021-04-30,Johnson&Johnson,65894,2021-04
Italy,2021-04-30,Moderna,1534505,2021-04
Italy,2021-04-30,Oxford/AstraZeneca,4420779,2021-04
Italy,2021-04-30,Pfizer/BioNTech,14292431,2021-04
Italy,2021-05-01,Johnson&Johnson,83747,2021-05
Italy,2021-05-01,Moderna,1577263,2021-05
Italy,2021-05-01,Oxford/AstraZeneca,4488733,2021-05
Italy,2021-05-01,Pfizer/BioNTech,14598198,2021-05
Italy,2021-05-02,Johnson&Johnson,95337,2021-05
Italy,2021-05-02,Moderna,1608311,2021-05
Italy,2021-05-02,Oxford/AstraZeneca,4553363,2021-05
Italy,2021-05-02,Pfizer/BioNTech,14861722,2021-05
Italy,2021-05-03,Johnson&Johnson,107214,2021-05
Italy,2021-05-03,Moderna,1649075,2021-05
Italy,2021-05-03,Oxford/AstraZeneca,4645610,2021-05
Italy,2021-05-03,Pfizer/BioNTech,15130921,2021-05
Italy,2021-05-04,Johnson&Johnson,119362,2021-05
Italy,2021-05-04,Moderna,1710122,2021-05
Italy,2021-05-04,Oxford/AstraZeneca,4762437,2021-05
Italy,2021-05-04,Pfizer/BioNTech,15394755,2021-05
Italy,2021-05-05,Johnson&Johnson,133705,2021-05
Italy,2021-05-05,Moderna,1765762,2021-05
Italy,2021-05-05,Oxford/AstraZeneca,4887836,2021-05
Italy,2021-05-05,Pfizer/BioNTech,15686743,2021-05
Italy,2021-05-06,Johnson&Johnson,146729,2021-05
Italy,2021-05-06,Moderna,1814540,2021-05
Italy,2021-05-06,Oxford/AstraZeneca,4999782,2021-05
Italy,2021-05-06,Pfizer/BioNTech,16035545,2021-05
Italy,2021-05-07,Johnson&Johnson,159275,2021-05
Italy,2021-05-07,Moderna,1868290,2021-05
Italy,2021-05-07,Oxford/AstraZeneca,5105383,2021-05
Italy,2021-05-07,Pfizer/BioNTech,16410411,2021-05
Italy,2021-05-08,Johnson&Johnson,176502,2021-05
Italy,2021-05-08,Moderna,1929329,2021-05
Italy,2021-05-08,Oxford/AstraZeneca,5209614,2021-05
Italy,2021-05-08,Pfizer/BioNTech,16742500,2021-05
Italy,2021-05-09,Johnson&Johnson,185537,2021-05
Italy,2021-05-09,Moderna,1962482,2021-05
Italy,2021-05-09,Oxford/AstraZeneca,5300971,2021-05
Italy,2021-05-09,Pfizer/BioNTech,16993097,2021-05
Italy,2021-05-10,Johnson&Johnson,193665,2021-05
Italy,2021-05-10,Moderna,2004840,2021-05
Italy,2021-05-10,Oxford/AstraZeneca,5409935,2021-05
Italy,2021-05-10,Pfizer/BioNTech,17276088,2021-05
Italy,2021-05-11,Johnson&Johnson,203754,2021-05
Italy,2021-05-11,Moderna,2071125,2021-05
Italy,2021-05-11,Oxford/AstraZeneca,5513240,2021-05
Italy,2021-05-11,Pfizer/BioNTech,17555282,2021-05
Italy,2021-05-12,Johnson&Johnson,212745,2021-05
Italy,2021-05-12,Moderna,2133706,2021-05
Italy,2021-05-12,Oxford/AstraZeneca,5614515,2021-05
Italy,2021-05-12,Pfizer/BioNTech,17868639,2021-05
Italy,2021-05-13,Johnson&Johnson,221014,2021-05
Italy,2021-05-13,Moderna,2182667,2021-05
Italy,2021-05-13,Oxford/AstraZeneca,5707369,2021-05
Italy,2021-05-13,Pfizer/BioNTech,18249182,2021-05
Italy,2021-05-14,Johnson&Johnson,229190,2021-05
Italy,2021-05-14,Moderna,2233404,2021-05
Italy,2021-05-14,Oxford/AstraZeneca,5805184,2021-05
Italy,2021-05-14,Pfizer/BioNTech,18649083,2021-05
Italy,2021-05-15,Johnson&Johnson,247158,2021-05
Italy,2021-05-15,Moderna,2289031,2021-05
Italy,2021-05-15,Oxford/AstraZeneca,5901662,2021-05
Italy,2021-05-15,Pfizer/BioNTech,19024979,2021-05
Italy,2021-05-16,Johnson&Johnson,263420,2021-05
Italy,2021-05-16,Moderna,2324502,2021-05
Italy,2021-05-16,Oxford/AstraZeneca,5981025,2021-05
Italy,2021-05-16,Pfizer/BioNTech,19304376,2021-05
Italy,2021-05-17,Johnson&Johnson,281429,2021-05
Italy,2021-05-17,Moderna,2370406,2021-05
Italy,2021-05-17,Oxford/AstraZeneca,6062004,2021-05
Italy,2021-05-17,Pfizer/BioNTech,19627807,2021-05
Italy,2021-05-18,Johnson&Johnson,299645,2021-05
Italy,2021-05-18,Moderna,2424005,2021-05
Italy,2021-05-18,Oxford/AstraZeneca,6159688,2021-05
Italy,2021-05-18,Pfizer/BioNTech,19929166,2021-05
Italy,2021-05-19,Johnson&Johnson,318100,2021-05
Italy,2021-05-19,Moderna,2479776,2021-05
Italy,2021-05-19,Oxford/AstraZeneca,6261389,2021-05
Italy,2021-05-19,Pfizer/BioNTech,20241832,2021-05
Italy,2021-05-20,Johnson&Johnson,338180,2021-05
Italy,2021-05-20,Moderna,2520710,2021-05
Italy,2021-05-20,Oxford/AstraZeneca,6351613,2021-05
Italy,2021-05-20,Pfizer/BioNTech,20645841,2021-05
Italy,2021-05-21,Johnson&Johnson,356876,2021-05
Italy,2021-05-21,Moderna,2566241,2021-05
Italy,2021-05-21,Oxford/AstraZeneca,6447235,2021-05
Italy,2021-05-21,Pfizer/BioNTech,21059286,2021-05
Italy,2021-05-22,Johnson&Johnson,395254,2021-05
Italy,2021-05-22,Moderna,2632820,2021-05
Italy,2021-05-22,Oxford/AstraZeneca,6533793,2021-05
Italy,2021-05-22,Pfizer/BioNTech,21391205,2021-05
Italy,2021-05-23,Johnson&Johnson,431257,2021-05
Italy,2021-05-23,Moderna,2688206,2021-05
Italy,2021-05-23,Oxford/AstraZeneca,6594366,2021-05
Italy,2021-05-23,Pfizer/BioNTech,21647216,2021-05
Italy,2021-05-24,Johnson&Johnson,463783,2021-05
Italy,2021-05-24,Moderna,2758205,2021-05
Italy,2021-05-24,Oxford/AstraZeneca,6675325,2021-05
Italy,2021-05-24,Pfizer/BioNTech,21929233,2021-05
Italy,2021-05-25,Johnson&Johnson,493226,2021-05
Italy,2021-05-25,Moderna,2856824,2021-05
Italy,2021-05-25,Oxford/AstraZeneca,6777433,2021-05
Italy,2021-05-25,Pfizer/BioNTech,22179720,2021-05
Italy,2021-05-26,Johnson&Johnson,524363,2021-05
Italy,2021-05-26,Moderna,2965440,2021-05
Italy,2021-05-26,Oxford/AstraZeneca,6884344,2021-05
Italy,2021-05-26,Pfizer/BioNTech,22461944,2021-05
Italy,2021-05-27,Johnson&Johnson,546471,2021-05
Italy,2021-05-27,Moderna,3042773,2021-05
Italy,2021-05-27,Oxford/AstraZeneca,6984611,2021-05
Italy,2021-05-27,Pfizer/BioNTech,22853932,2021-05
Italy,2021-05-28,Johnson&Johnson,567004,2021-05
Italy,2021-05-28,Moderna,3106174,2021-05
Italy,2021-05-28,Oxford/AstraZeneca,7083520,2021-05
Italy,2021-05-28,Pfizer/BioNTech,23267079,2021-05
Italy,2021-05-29,Johnson&Johnson,586090,2021-05
Italy,2021-05-29,Moderna,3163630,2021-05
Italy,2021-05-29,Oxford/AstraZeneca,7159466,2021-05
Italy,2021-05-29,Pfizer/BioNTech,23639920,2021-05
Italy,2021-05-30,Johnson&Johnson,605010,2021-05
Italy,2021-05-30,Moderna,3203954,2021-05
Italy,2021-05-30,Oxford/AstraZeneca,7210061,2021-05
Italy,2021-05-30,Pfizer/BioNTech,23932588,2021-05
Italy,2021-05-31,Johnson&Johnson,661581,2021-05
Italy,2021-05-31,Moderna,3291242,2021-05
Italy,2021-05-31,Oxford/AstraZeneca,7286162,2021-05
Italy,2021-05-31,Pfizer/BioNTech,24193390,2021-05
Italy,2021-06-01,Johnson&Johnson,728818,2021-06
Italy,2021-06-01,Moderna,3374414,2021-06
Italy,2021-06-01,Oxford/AstraZeneca,7352921,2021-06
Italy,2021-06-01,Pfizer/BioNTech,24446428,2021-06
Italy,2021-06-02,Johnson&Johnson,766756,2021-06
Italy,2021-06-02,Moderna,3421793,2021-06
Italy,2021-06-02,Oxford/AstraZeneca,7390923,2021-06
Italy,2021-06-02,Pfizer/BioNTech,24736054,2021-06
Italy,2021-06-03,Johnson&Johnson,804700,2021-06
Italy,2021-06-03,Moderna,3474886,2021-06
Italy,2021-06-03,Oxford/AstraZeneca,7455749,2021-06
Italy,2021-06-03,Pfizer/BioNTech,25178867,2021-06
Italy,2021-06-04,Johnson&Johnson,852752,2021-06
Italy,2021-06-04,Moderna,3533473,2021-06
Italy,2021-06-04,Oxford/AstraZeneca,7518745,2021-06
Italy,2021-06-04,Pfizer/BioNTech,25643355,2021-06
Italy,2021-06-05,Johnson&Johnson,910160,2021-06
Italy,2021-06-05,Moderna,3577726,2021-06
Italy,2021-06-05,Oxford/AstraZeneca,7584460,2021-06
Italy,2021-06-05,Pfizer/BioNTech,26095188,2021-06
Italy,2021-06-06,Johnson&Johnson,959314,2021-06
Italy,2021-06-06,Moderna,3608194,2021-06
Italy,2021-06-06,Oxford/AstraZeneca,7652319,2021-06
Italy,2021-06-06,Pfizer/BioNTech,26460387,2021-06
Italy,2021-06-07,Johnson&Johnson,996712,2021-06
Italy,2021-06-07,Moderna,3654636,2021-06
Italy,2021-06-07,Oxford/AstraZeneca,7728111,2021-06
Italy,2021-06-07,Pfizer/BioNTech,26872891,2021-06
Italy,2021-06-08,Johnson&Johnson,1037801,2021-06
Italy,2021-06-08,Moderna,3716062,2021-06
Italy,2021-06-08,Oxford/AstraZeneca,7808942,2021-06
Italy,2021-06-08,Pfizer/BioNTech,27272864,2021-06
Italy,2021-06-09,Johnson&Johnson,1076315,2021-06
Italy,2021-06-09,Moderna,3783662,2021-06
Italy,2021-06-09,Oxford/AstraZeneca,7895361,2021-06
Italy,2021-06-09,Pfizer/BioNTech,27675647,2021-06
Italy,2021-06-10,Johnson&Johnson,1109313,2021-06
Italy,2021-06-10,Moderna,3826840,2021-06
Italy,2021-06-10,Oxford/AstraZeneca,7970800,2021-06
Italy,2021-06-10,Pfizer/BioNTech,28158838,2021-06
Italy,2021-06-11,Johnson&Johnson,1133398,2021-06
Italy,2021-06-11,Moderna,3866313,2021-06
Italy,2021-06-11,Oxford/AstraZeneca,8034784,2021-06
Italy,2021-06-11,Pfizer/BioNTech,28655192,2021-06
Italy,2021-06-12,Johnson&Johnson,1148613,2021-06
Italy,2021-06-12,Moderna,3912000,2021-06
Italy,2021-06-12,Oxford/AstraZeneca,8061846,2021-06
Italy,2021-06-12,Pfizer/BioNTech,29134396,2021-06
Italy,2021-06-13,Johnson&Johnson,1154354,2021-06
Italy,2021-06-13,Moderna,3961633,2021-06
Italy,2021-06-13,Oxford/AstraZeneca,8079382,2021-06
Italy,2021-06-13,Pfizer/BioNTech,29497638,2021-06
Italy,2021-06-14,Johnson&Johnson,1161235,2021-06
Italy,2021-06-14,Moderna,4017046,2021-06
Italy,2021-06-14,Oxford/AstraZeneca,8111198,2021-06
Italy,2021-06-14,Pfizer/BioNTech,29937858,2021-06
Italy,2021-06-15,Johnson&Johnson,1168352,2021-06
Italy,2021-06-15,Moderna,4094556,2021-06
Italy,2021-06-15,Oxford/AstraZeneca,8148800,2021-06
Italy,2021-06-15,Pfizer/BioNTech,30352908,2021-06
Italy,2021-06-16,Johnson&Johnson,1176398,2021-06
Italy,2021-06-16,Moderna,4182123,2021-06
Italy,2021-06-16,Oxford/AstraZeneca,8193624,2021-06
Italy,2021-06-16,Pfizer/BioNTech,30771254,2021-06
Italy,2021-06-17,Johnson&Johnson,1184368,2021-06
Italy,2021-06-17,Moderna,4251535,2021-06
Italy,2021-06-17,Oxford/AstraZeneca,8236375,2021-06
Italy,2021-06-17,Pfizer/BioNTech,31256881,2021-06
Italy,2021-06-18,Johnson&Johnson,1190329,2021-06
Italy,2021-06-18,Moderna,4308166,2021-06
Italy,2021-06-18,Oxford/AstraZeneca,8278467,2021-06
Italy,2021-06-18,Pfizer/BioNTech,31762562,2021-06
Italy,2021-06-19,Johnson&Johnson,1194836,2021-06
Italy,2021-06-19,Moderna,4363774,2021-06
Italy,2021-06-19,Oxford/AstraZeneca,8313639,2021-06
Italy,2021-06-19,Pfizer/BioNTech,32227099,2021-06
Italy,2021-06-20,Johnson&Johnson,1197396,2021-06
Italy,2021-06-20,Moderna,4411438,2021-06
Italy,2021-06-20,Oxford/AstraZeneca,8343946,2021-06
Italy,2021-06-20,Pfizer/BioNTech,32584857,2021-06
Italy,2021-06-21,Johnson&Johnson,1202266,2021-06
Italy,2021-06-21,Moderna,4472036,2021-06
Italy,2021-06-21,Oxford/AstraZeneca,8396068,2021-06
Italy,2021-06-21,Pfizer/BioNTech,33026770,2021-06
Italy,2021-06-22,Johnson&Johnson,1207496,2021-06
Italy,2021-06-22,Moderna,4557376,2021-06
Italy,2021-06-22,Oxford/AstraZeneca,8447647,2021-06
Italy,2021-06-22,Pfizer/BioNTech,33457056,2021-06
Italy,2021-06-23,Johnson&Johnson,1213172,2021-06
Italy,2021-06-23,Moderna,4644399,2021-06
Italy,2021-06-23,Oxford/AstraZeneca,8501725,2021-06
Italy,2021-06-23,Pfizer/BioNTech,33879489,2021-06
Italy,2021-06-24,Johnson&Johnson,1218666,2021-06
Italy,2021-06-24,Moderna,4696367,2021-06
Italy,2021-06-24,Oxford/AstraZeneca,8546847,2021-06
Italy,2021-06-24,Pfizer/BioNTech,34389689,2021-06
Italy,2021-06-25,Johnson&Johnson,1223737,2021-06
Italy,2021-06-25,Moderna,4746455,2021-06
Italy,2021-06-25,Oxford/AstraZeneca,8606640,2021-06
Italy,2021-06-25,Pfizer/BioNTech,34892953,2021-06
Italy,2021-06-26,Johnson&Johnson,1227334,2021-06
Italy,2021-06-26,Moderna,4801840,2021-06
Italy,2021-06-26,Oxford/AstraZeneca,8659020,2021-06
Italy,2021-06-26,Pfizer/BioNTech,35337127,2021-06
Italy,2021-06-27,Johnson&Johnson,1230616,2021-06
Italy,2021-06-27,Moderna,4849706,2021-06
Italy,2021-06-27,Oxford/AstraZeneca,8701235,2021-06
Italy,2021-06-27,Pfizer/BioNTech,35675560,2021-06
Italy,2021-06-28,Johnson&Johnson,1234644,2021-06
Italy,2021-06-28,Moderna,4909456,2021-06
Italy,2021-06-28,Oxford/AstraZeneca,8769184,2021-06
Italy,2021-06-28,Pfizer/BioNTech,36104098,2021-06
Italy,2021-06-29,Johnson&Johnson,1238340,2021-06
Italy,2021-06-29,Moderna,4985183,2021-06
Italy,2021-06-29,Oxford/AstraZeneca,8864360,2021-06
Italy,2021-06-29,Pfizer/BioNTech,36493725,2021-06
Italy,2021-06-30,Johnson&Johnson,1243147,2021-06
Italy,2021-06-30,Moderna,5054903,2021-06
Italy,2021-06-30,Oxford/AstraZeneca,8969466,2021-06
