location,date,vaccine,total_vaccinations,month
Argentina,2021-04-07,Sinopharm/Beijing,1051677,2021-04
Argentina,2021-04-07,Sputnik V,3365425,2021-04
Argentina,2021-04-08,CanSino,3,2021-04
Argentina,2021-04-08,Moderna,3,2021-04
Argentina,2021-04-08,Oxford/AstraZeneca,789287,2021-04
Argentina,2021-04-08,Pfizer/BioNTech,4,2021-04
Argentina,2021-04-08,Sinopharm/Beijing,1181911,2021-04
Argentina,2021-04-08,Sputnik V,3446976,2021-04
Argentina,2021-04-09,CanSino,3,2021-04
Argentina,2021-04-09,Moderna,3,2021-04
Argentina,2021-04-09,Oxford/AstraZeneca,807618,2021-04
Argentina,2021-04-09,Pfizer/BioNTech,4,2021-04
Argentina,2021-04-09,Sinopharm/Beijing,1329450,2021-04
Argentina,2021-04-09,Sputnik V,3521447,2021-04
Argentina,2021-04-10,CanSino,3,2021-04
Argentina,2021-04-10,Moderna,3,2021-04
Argentina,2021-04-10,Oxford/AstraZeneca,812431,2021-04
Argentina,2021-04-10,Pfizer/BioNTech,4,2021-04
Argentina,2021-04-10,Sinopharm/Beijing,1383431,2021-04
Argentina,2021-04-10,Sputnik V,3555576,2021-04
Argentina,2021-04-11,CanSino,3,2021-04
Argentina,2021-04-11,Moderna,3,2021-04
Argentina,2021-04-11,Oxford/AstraZeneca,813297,2021-04
Argentina,2021-04-11,Pfizer/BioNTech,4,2021-04
Argentina,2021-04-11,Sinopharm/Beijing,1416282,2021-04
Argentina,2021-04-11,Sputnik V,3570164,2021-04
Argentina,2021-04-12,CanSino,3,2021-04
Argentina,2021-04-12,Moderna,3,2021-04
Argentina,2021-04-12,Oxford/AstraZeneca,823183,2021-04
Argentina,2021-04-12,Pfizer/BioNTech,4,2021-04
Argentina,2021-04-12,Sinopharm/Beijing,1511610,2021-04
Argentina,2021-04-12,Sputnik V,3646718,2021-04
Argentina,2021-04-13,CanSino,3,2021-04
Argentina,2021-04-13,Moderna,4,2021-04
Argentina,2021-04-13,Oxford/AstraZeneca,831511,2021-04
Argentina,2021-04-13,Pfizer/BioNTech,4,2021-04
Argentina,2021-04-13,Sinopharm/Beijing,1594021,2021-04
Argentina,2021-04-13,Sputnik V,3741951,2021-04
Argentina,2021-04-14,CanSino,3,2021-04
Argentina,2021-04-14,Moderna,4,2021-04
Argentina,2021-04-14,Oxford/AstraZeneca,837942,2021-04
Argentina,2021-04-14,Pfizer/BioNTech,4,2021-04
Argentina,2021-04-14,Sinopharm/Beijing,1661351,2021-04
Argentina,2021-04-14,Sputnik V,3839798,2021-04
Argentina,2021-04-15,CanSino,3,2021-04
Argentina,2021-04-15,Moderna,4,2021-04
Argentina,2021-04-15,Oxford/AstraZeneca,842122,2021-04
Argentina,2021-04-15,Pfizer/BioNTech,4,2021-04
Argentina,2021-04-15,Sinopharm/Beijing,1712489,2021-04
Argentina,2021-04-15,Sputnik V,3935497,2021-04
Argentina,2021-04-16,CanSino,3,2021-04
Argentina,2021-04-16,Moderna,4,2021-04
Argentina,2021-04-16,Oxford/AstraZeneca,845404,2021-04
Argentina,2021-04-16,Pfizer/BioNTech,4,2021-04
Argentina,2021-04-16,Sinopharm/Beijing,1758562,2021-04
Argentina,2021-04-16,Sputnik V,4009800,2021-04
Argentina,2021-04-17,CanSino,3,2021-04
Argentina,2021-04-17,Moderna,4,2021-04
Argentina,2021-04-17,Oxford/AstraZeneca,846289,2021-04
Argentina,2021-04-17,Pfizer/BioNTech,4,2021-04
Argentina,2021-04-17,Sinopharm/Beijing,1774666,2021-04
Argentina,2021-04-17,Sputnik V,4038508,2021-04
Argentina,2021-04-18,CanSino,3,2021-04
Argentina,2021-04-18,Moderna,4,2021-04
Argentina,2021-04-18,Oxford/AstraZeneca,847565,2021-04
Argentina,2021-04-18,Pfizer/BioNTech,4,2021-04
Argentina,2021-04-18,Sinopharm/Beijing,1776927,2021-04
Argentina,2021-04-18,Sputnik V,4054872,2021-04
Argentina,2021-04-19,CanSino,3,2021-04
Argentina,2021-04-19,Moderna,4,2021-04
Argentina,2021-04-19,Oxford/AstraZeneca,862952,2021-04
Argentina,2021-04-19,Pfizer/BioNTech,5,2021-04
Argentina,2021-04-19,Sinopharm/Beijing,1801870,2021-04
Argentina,2021-04-19,Sputnik V,4104987,2021-04
Argentina,2021-04-20,CanSino,3,2021-04
Argentina,2021-04-20,Moderna,4,2021-04
Argentina,2021-04-20,Oxford/AstraZeneca,915459,2021-04
Argentina,2021-04-20,Pfizer/BioNTech,5,2021-04
Argentina,2021-04-20,Sinopharm/Beijing,1825885,2021-04
Argentina,2021-04-20,Sputnik V,4151119,2021-04
Argentina,2021-04-21,CanSino,4,2021-04
Argentina,2021-04-21,Moderna,4,2021-04
Argentina,2021-04-21,Oxford/AstraZeneca,1035692,2021-04
Argentina,2021-04-21,Pfizer/BioNTech,5,2021-04
Argentina,2021-04-21,Sinopharm/Beijing,1847077,2021-04
Argentina,2021-04-21,Sputnik V,4183585,2021-04
Argentina,2021-04-22,CanSino,6,2021-04
Argentina,2021-04-22,Moderna,4,2021-04
Argentina,2021-04-22,Oxford/AstraZeneca,1152947,2021-04
Argentina,2021-04-22,Pfizer/BioNTech,5,2021-04
Argentina,2021-04-22,Sinopharm/Beijing,1862605,2021-04
Argentina,2021-04-22,Sputnik V,4228893,2021-04
Argentina,2021-04-23,CanSino,6,2021-04
Argentina,2021-04-23,Moderna,4,2021-04
Argentina,2021-04-23,Oxford/AstraZeneca,1271229,2021-04
Argentina,2021-04-23,Pfizer/BioNTech,5,2021-04
Argentina,2021-04-23,Sinopharm/Beijing,1876691,2021-04
Argentina,2021-04-23,Sputnik V,4291018,2021-04
Argentina,2021-04-24,CanSino,6,2021-04
Argentina,2021-04-24,Moderna,4,2021-04
Argentina,2021-04-24,Oxford/AstraZeneca,1325078,2021-04
Argentina,2021-04-24,Pfizer/BioNTech,5,2021-04
Argentina,2021-04-24,Sinopharm/Beijing,1878260,2021-04
Argentina,2021-04-24,Sputnik V,4327803,2021-04
Argentina,2021-04-25,CanSino,6,2021-04
Argentina,2021-04-25,Moderna,4,2021-04
Argentina,2021-04-25,Oxford/AstraZeneca,1357532,2021-04
Argentina,2021-04-25,Pfizer/BioNTech,5,2021-04
Argentina,2021-04-25,Sinopharm/Beijing,1878633,2021-04
Argentina,2021-04-25,Sputnik V,4344280,2021-04
Argentina,2021-04-26,CanSino,6,2021-04
Argentina,2021-04-26,Moderna,4,2021-04
Argentina,2021-04-26,Oxford/AstraZeneca,1430598,2021-04
Argentina,2021-04-26,Pfizer/BioNTech,5,2021-04
Argentina,2021-04-26,Sinopharm/Beijing,1886192,2021-04
Argentina,2021-04-26,Sputnik V,4435708,2021-04
Argentina,2021-04-27,CanSino,6,2021-04
Argentina,2021-04-27,Moderna,4,2021-04
Argentina,2021-04-27,Oxford/AstraZeneca,1489673,2021-04
Argentina,2021-04-27,Pfizer/BioNTech,5,2021-04
Argentina,2021-04-27,Sinopharm/Beijing,1893537,2021-04
Argentina,2021-04-27,Sputnik V,4522952,2021-04
Argentina,2021-04-28,CanSino,6,2021-04
Argentina,2021-04-28,Moderna,4,2021-04
Argentina,2021-04-28,Oxford/AstraZeneca,1541765,2021-04
Argentina,2021-04-28,Pfizer/BioNTech,5,2021-04
Argentina,2021-04-28,Sinopharm/Beijing,1921474,2021-04
Argentina,2021-04-28,Sputnik V,4601862,2021-04
Argentina,2021-04-29,CanSino,6,2021-04
Argentina,2021-04-29,Moderna,4,2021-04
Argentina,2021-04-29,Oxford/AstraZeneca,1580453,2021-04
Argentina,2021-04-29,Pfizer/BioNTech,5,2021-04
Argentina,2021-04-29,Sinopharm/Beijing,1961580,2021-04
Argentina,2021-04-29,Sputnik V,4679242,2021-04
Argentina,2021-04-30,CanSino,6,2021-04
Argentina,2021-04-30,Moderna,4,2021-04
Argentina,2021-04-30,Oxford/AstraZeneca,1610966,2021-04
Argentina,2021-04-30,Pfizer/BioNTech,5,2021-04
Argentina,2021-04-30,Sinopharm/Beijing,1997714,2021-04
Argentina,2021-04-30,Sputnik V,4727477,2021-04
Argentina,2021-05-01,CanSino,6,2021-05
Argentina,2021-05-01,Moderna,4,2021-05
Argentina,2021-05-01,Oxford/AstraZeneca,1616218,2021-05
Argentina,2021-05-01,Pfizer/BioNTech,5,2021-05
Argentina,2021-05-01,Sinopharm/Beijing,2001420,2021-05
Argentina,2021-05-01,Sputnik V,4738810,2021-05
Argentina,2021-05-02,CanSino,6,2021-05
Argentina,2021-05-02,Moderna,4,2021-05
Argentina,2021-05-02,Oxford/AstraZeneca,1622804,2021-05
Argentina,2021-05-02,Pfizer/BioNTech,5,2021-05
Argentina,2021-05-02,Sinopharm/Beijing,2015544,2021-05
Argentina,2021-05-02,Sputnik V,4758259,2021-05
Argentina,2021-05-03,CanSino,6,2021-05
Argentina,2021-05-03,Moderna,4,2021-05
Argentina,2021-05-03,Oxford/AstraZeneca,1646398,2021-05
Argentina,2021-05-03,Pfizer/BioNTech,6,2021-05
Argentina,2021-05-03,Sinopharm/Beijing,2089460,2021-05
Argentina,2021-05-03,Sputnik V,4835367,2021-05
Argentina,2021-05-04,CanSino,6,2021-05
Argentina,2021-05-04,Moderna,4,2021-05
Argentina,2021-05-04,Oxford/AstraZeneca,1669982,2021-05
Argentina,2021-05-04,Pfizer/BioNTech,6,2021-05
Argentina,2021-05-04,Sinopharm/Beijing,2183523,2021-05
Argentina,2021-05-04,Sputnik V,4949688,2021-05
Argentina,2021-05-05,CanSino,6,2021-05
Argentina,2021-05-05,Moderna,4,2021-05
Argentina,2021-05-05,Oxford/AstraZeneca,1694847,2021-05
Argentina,2021-05-05,Pfizer/BioNTech,6,2021-05
Argentina,2021-05-05,Sinopharm/Beijing,2262018,2021-05
Argentina,2021-05-05,Sputnik V,5091163,2021-05
Argentina,2021-05-06,CanSino,6,2021-05
Argentina,2021-05-06,Moderna,4,2021-05
Argentina,2021-05-06,Oxford/AstraZeneca,1712664,2021-05
Argentina,2021-05-06,Pfizer/BioNTech,6,2021-05
Argentina,2021-05-06,Sinopharm/Beijing,2326544,2021-05
Argentina,2021-05-06,Sputnik V,5211534,2021-05
Argentina,2021-05-07,CanSino,7,2021-05
Argentina,2021-05-07,Moderna,4,2021-05
Argentina,2021-05-07,Oxford/AstraZeneca,1726608,2021-05
Argentina,2021-05-07,Pfizer/BioNTech,6,2021-05
Argentina,2021-05-07,Sinopharm/Beijing,2422580,2021-05
Argentina,2021-05-07,Sputnik V,5306814,2021-05
Argentina,2021-05-08,CanSino,7,2021-05
Argentina,2021-05-08,Moderna,4,2021-05
Argentina,2021-05-08,Oxford/AstraZeneca,1730663,2021-05
Argentina,2021-05-08,Pfizer/BioNTech,6,2021-05
Argentina,2021-05-08,Sinopharm/Beijing,2464187,2021-05
Argentina,2021-05-08,Sputnik V,5335412,2021-05
Argentina,2021-05-09,CanSino,7,2021-05
Argentina,2021-05-09,Moderna,4,2021-05
Argentina,2021-05-09,Oxford/AstraZeneca,1732397,2021-05
Argentina,2021-05-09,Pfizer/BioNTech,6,2021-05
Argentina,2021-05-09,Sinopharm/Beijing,2467680,2021-05
Argentina,2021-05-09,Sputnik V,5348871,2021-05
Argentina,2021-05-10,CanSino,7,2021-05
Argentina,2021-05-10,Moderna,4,2021-05
Argentina,2021-05-10,Oxford/AstraZeneca,1742291,2021-05
Argentina,2021-05-10,Pfizer/BioNTech,6,2021-05
Argentina,2021-05-10,Sinopharm/Beijing,2531777,2021-05
Argentina,2021-05-10,Sputnik V,5416460,2021-05
Argentina,2021-05-11,CanSino,7,2021-05
Argentina,2021-05-11,Moderna,5,2021-05
Argentina,2021-05-11,Oxford/AstraZeneca,1750543,2021-05
Argentina,2021-05-11,Pfizer/BioNTech,7,2021-05
Argentina,2021-05-11,Sinopharm/Beijing,2596548,2021-05
Argentina,2021-05-11,Sputnik V,5483796,2021-05
Argentina,2021-05-12,CanSino,7,2021-05
Argentina,2021-05-12,Moderna,6,2021-05
Argentina,2021-05-12,Oxford/AstraZeneca,1756319,2021-05
Argentina,2021-05-12,Pfizer/BioNTech,7,2021-05
Argentina,2021-05-12,Sinopharm/Beijing,2735844,2021-05
Argentina,2021-05-12,Sputnik V,5536286,2021-05
Argentina,2021-05-13,CanSino,7,2021-05
Argentina,2021-05-13,Moderna,6,2021-05
Argentina,2021-05-13,Oxford/AstraZeneca,1762001,2021-05
Argentina,2021-05-13,Pfizer/BioNTech,7,2021-05
Argentina,2021-05-13,Sinopharm/Beijing,2884477,2021-05
Argentina,2021-05-13,Sputnik V,5574026,2021-05
Argentina,2021-05-14,CanSino,7,2021-05
Argentina,2021-05-14,Moderna,6,2021-05
Argentina,2021-05-14,Oxford/AstraZeneca,1771182,2021-05
Argentina,2021-05-14,Pfizer/BioNTech,7,2021-05
Argentina,2021-05-14,Sinopharm/Beijing,3032732,2021-05
Argentina,2021-05-14,Sputnik V,5612988,2021-05
Argentina,2021-05-15,CanSino,7,2021-05
Argentina,2021-05-15,Moderna,6,2021-05
Argentina,2021-05-15,Oxford/AstraZeneca,1774250,2021-05
Argentina,2021-05-15,Pfizer/BioNTech,7,2021-05
Argentina,2021-05-15,Sinopharm/Beijing,3083161,2021-05
Argentina,2021-05-15,Sputnik V,5654585,2021-05
Argentina,2021-05-16,CanSino,7,2021-05
Argentina,2021-05-16,Moderna,6,2021-05
Argentina,2021-05-16,Oxford/AstraZeneca,1775721,2021-05
Argentina,2021-05-16,Pfizer/BioNTech,7,2021-05
Argentina,2021-05-16,Sinopharm/Beijing,3126469,2021-05
Argentina,2021-05-16,Sputnik V,5677394,2021-05
Argentina,2021-05-17,CanSino,7,2021-05
Argentina,2021-05-17,Moderna,6,2021-05
Argentina,2021-05-17,Oxford/AstraZeneca,1783017,2021-05
Argentina,2021-05-17,Pfizer/BioNTech,7,2021-05
Argentina,2021-05-17,Sinopharm/Beijing,3222147,2021-05
Argentina,2021-05-17,Sputnik V,5761300,2021-05
Argentina,2021-05-18,CanSino,7,2021-05
Argentina,2021-05-18,Moderna,6,2021-05
Argentina,2021-05-18,Oxford/AstraZeneca,1792790,2021-05
Argentina,2021-05-18,Pfizer/BioNTech,7,2021-05
Argentina,2021-05-18,Sinopharm/Beijing,3267064,2021-05
Argentina,2021-05-18,Sputnik V,5904685,2021-05
Argentina,2021-05-19,CanSino,7,2021-05
Argentina,2021-05-19,Moderna,6,2021-05
Argentina,2021-05-19,Oxford/AstraZeneca,1800122,2021-05
Argentina,2021-05-19,Pfizer/BioNTech,8,2021-05
Argentina,2021-05-19,Sinopharm/Beijing,3300353,2021-05
Argentina,2021-05-19,Sputnik V,6031683,2021-05
Argentina,2021-05-20,CanSino,7,2021-05
Argentina,2021-05-20,Moderna,6,2021-05
Argentina,2021-05-20,Oxford/AstraZeneca,1810604,2021-05
Argentina,2021-05-20,Pfizer/BioNTech,8,2021-05
Argentina,2021-05-20,Sinopharm/Beijing,3335566,2021-05
Argentina,2021-05-20,Sputnik V,6168436,2021-05
Argentina,2021-05-21,CanSino,7,2021-05
Argentina,2021-05-21,Moderna,6,2021-05
Argentina,2021-05-21,Oxford/AstraZeneca,1819779,2021-05
Argentina,2021-05-21,Pfizer/BioNTech,8,2021-05
Argentina,2021-05-21,Sinopharm/Beijing,3413720,2021-05
Argentina,2021-05-21,Sputnik V,6258267,2021-05
Argentina,2021-05-22,CanSino,7,2021-05
Argentina,2021-05-22,Moderna,6,2021-05
Argentina,2021-05-22,Oxford/AstraZeneca,1821300,2021-05
Argentina,2021-05-22,Pfizer/BioNTech,8,2021-05
Argentina,2021-05-22,Sinopharm/Beijing,3457692,2021-05
Argentina,2021-05-22,Sputnik V,6313189,2021-05
Argentina,2021-05-23,CanSino,7,2021-05
Argentina,2021-05-23,Moderna,6,2021-05
Argentina,2021-05-23,Oxford/AstraZeneca,1821711,2021-05
Argentina,2021-05-23,Pfizer/BioNTech,8,2021-05
Argentina,2021-05-23,Sinopharm/Beijing,3480569,2021-05
Argentina,2021-05-23,Sputnik V,6335149,2021-05
Argentina,2021-05-24,CanSino,7,2021-05
Argentina,2021-05-24,Moderna,6,2021-05
Argentina,2021-05-24,Oxford/AstraZeneca,1822882,2021-05
Argentina,2021-05-24,Pfizer/BioNTech,9,2021-05
Argentina,2021-05-24,Sinopharm/Beijing,3500043,2021-05
Argentina,2021-05-24,Sputnik V,6402839,2021-05
Argentina,2021-05-25,CanSino,7,2021-05
Argentina,2021-05-25,Moderna,6,2021-05
Argentina,2021-05-25,Oxford/AstraZeneca,1844948,2021-05
Argentina,2021-05-25,Pfizer/BioNTech,9,2021-05
Argentina,2021-05-25,Sinopharm/Beijing,3503218,2021-05
Argentina,2021-05-25,Sputnik V,6440987,2021-05
Argentina,2021-05-26,CanSino,7,2021-05
Argentina,2021-05-26,Moderna,6,2021-05
Argentina,2021-05-26,Oxford/AstraZeneca,1871731,2021-05
Argentina,2021-05-26,Pfizer/BioNTech,9,2021-05
Argentina,2021-05-26,Sinopharm/Beijing,3536737,2021-05
Argentina,2021-05-26,Sputnik V,6533648,2021-05
Argentina,2021-05-27,CanSino,7,2021-05
Argentina,2021-05-27,Moderna,6,2021-05
Argentina,2021-05-27,Oxford/AstraZeneca,1917119,2021-05
Argentina,2021-05-27,Pfizer/BioNTech,9,2021-05
Argentina,2021-05-27,Sinopharm/Beijing,3569945,2021-05
Argentina,2021-05-27,Sputnik V,6624339,2021-05
Argentina,2021-05-28,CanSino,7,2021-05
Argentina,2021-05-28,Moderna,6,2021-05
Argentina,2021-05-28,Oxford/AstraZeneca,2009367,2021-05
Argentina,2021-05-28,Pfizer/BioNTech,9,2021-05
Argentina,2021-05-28,Sinopharm/Beijing,3598786,2021-05
Argentina,2021-05-28,Sputnik V,6749142,2021-05
Argentina,2021-05-29,CanSino,7,2021-05
Argentina,2021-05-29,Moderna,6,2021-05
Argentina,2021-05-29,Oxford/AstraZeneca,2119226,2021-05
Argentina,2021-05-29,Pfizer/BioNTech,9,2021-05
Argentina,2021-05-29,Sinopharm/Beijing,3608679,2021-05
Argentina,2021-05-29,Sputnik V,6856794,2021-05
Argentina,2021-05-30,CanSino,7,2021-05
Argentina,2021-05-30,Moderna,6,2021-05
Argentina,2021-05-30,Oxford/AstraZeneca,2178326,2021-05
Argentina,2021-05-30,Pfizer/BioNTech,9,2021-05
Argentina,2021-05-30,Sinopharm/Beijing,3610294,2021-05
Argentina,2021-05-30,Sputnik V,6924888,2021-05
Argentina,2021-05-31,CanSino,7,2021-05
Argentina,2021-05-31,Moderna,6,2021-05
Argentina,2021-05-31,Oxford/AstraZeneca,2305419,2021-05
Argentina,2021-05-31,Pfizer/BioNTech,9,2021-05
Argentina,2021-05-31,Sinopharm/Beijing,3627182,2021-05
Argentina,2021-05-31,Sputnik V,7079777,2021-05
Argentina,2021-06-01,CanSino,7,2021-06
Argentina,2021-06-01,Moderna,6,2021-06
Argentina,2021-06-01,Oxford/AstraZeneca,2454385,2021-06
Argentina,2021-06-01,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-01,Sinopharm/Beijing,3640709,2021-06
Argentina,2021-06-01,Sputnik V,7232008,2021-06
Argentina,2021-06-02,CanSino,8,2021-06
Argentina,2021-06-02,Moderna,6,2021-06
Argentina,2021-06-02,Oxford/AstraZeneca,2617796,2021-06
Argentina,2021-06-02,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-02,Sinopharm/Beijing,3653828,2021-06
Argentina,2021-06-02,Sputnik V,7364631,2021-06
Argentina,2021-06-03,CanSino,8,2021-06
Argentina,2021-06-03,Moderna,6,2021-06
Argentina,2021-06-03,Oxford/AstraZeneca,2840560,2021-06
Argentina,2021-06-03,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-03,Sinopharm/Beijing,3666003,2021-06
Argentina,2021-06-03,Sputnik V,7479145,2021-06
Argentina,2021-06-04,CanSino,8,2021-06
Argentina,2021-06-04,Moderna,6,2021-06
Argentina,2021-06-04,Oxford/AstraZeneca,3145445,2021-06
Argentina,2021-06-04,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-04,Sinopharm/Beijing,3681825,2021-06
Argentina,2021-06-04,Sputnik V,7566379,2021-06
Argentina,2021-06-05,CanSino,8,2021-06
Argentina,2021-06-05,Moderna,6,2021-06
Argentina,2021-06-05,Oxford/AstraZeneca,3423091,2021-06
Argentina,2021-06-05,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-05,Sinopharm/Beijing,3686494,2021-06
Argentina,2021-06-05,Sputnik V,7610772,2021-06
Argentina,2021-06-06,CanSino,8,2021-06
Argentina,2021-06-06,Moderna,6,2021-06
Argentina,2021-06-06,Oxford/AstraZeneca,3610886,2021-06
Argentina,2021-06-06,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-06,Sinopharm/Beijing,3688524,2021-06
Argentina,2021-06-06,Sputnik V,7638208,2021-06
Argentina,2021-06-07,CanSino,8,2021-06
Argentina,2021-06-07,Moderna,6,2021-06
Argentina,2021-06-07,Oxford/AstraZeneca,3890170,2021-06
Argentina,2021-06-07,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-07,Sinopharm/Beijing,3697855,2021-06
Argentina,2021-06-07,Sputnik V,7702556,2021-06
Argentina,2021-06-08,CanSino,8,2021-06
Argentina,2021-06-08,Moderna,6,2021-06
Argentina,2021-06-08,Oxford/AstraZeneca,4167486,2021-06
Argentina,2021-06-08,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-08,Sinopharm/Beijing,3705928,2021-06
Argentina,2021-06-08,Sputnik V,7786898,2021-06
Argentina,2021-06-09,CanSino,8,2021-06
Argentina,2021-06-09,Moderna,7,2021-06
Argentina,2021-06-09,Oxford/AstraZeneca,4426417,2021-06
Argentina,2021-06-09,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-09,Sinopharm/Beijing,3712707,2021-06
Argentina,2021-06-09,Sputnik V,7893392,2021-06
Argentina,2021-06-10,CanSino,8,2021-06
Argentina,2021-06-10,Moderna,7,2021-06
Argentina,2021-06-10,Oxford/AstraZeneca,4650201,2021-06
Argentina,2021-06-10,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-10,Sinopharm/Beijing,3718722,2021-06
Argentina,2021-06-10,Sputnik V,7998456,2021-06
Argentina,2021-06-11,CanSino,8,2021-06
Argentina,2021-06-11,Moderna,7,2021-06
Argentina,2021-06-11,Oxford/AstraZeneca,4834280,2021-06
Argentina,2021-06-11,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-11,Sinopharm/Beijing,3729433,2021-06
Argentina,2021-06-11,Sputnik V,8170282,2021-06
Argentina,2021-06-12,CanSino,8,2021-06
Argentina,2021-06-12,Moderna,7,2021-06
Argentina,2021-06-12,Oxford/AstraZeneca,4900233,2021-06
Argentina,2021-06-12,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-12,Sinopharm/Beijing,3741500,2021-06
Argentina,2021-06-12,Sputnik V,8277249,2021-06
Argentina,2021-06-13,CanSino,8,2021-06
Argentina,2021-06-13,Moderna,7,2021-06
Argentina,2021-06-13,Oxford/AstraZeneca,4944874,2021-06
Argentina,2021-06-13,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-13,Sinopharm/Beijing,3743320,2021-06
Argentina,2021-06-13,Sputnik V,8313424,2021-06
Argentina,2021-06-14,CanSino,8,2021-06
Argentina,2021-06-14,Moderna,7,2021-06
Argentina,2021-06-14,Oxford/AstraZeneca,5071644,2021-06
Argentina,2021-06-14,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-14,Sinopharm/Beijing,3753927,2021-06
Argentina,2021-06-14,Sputnik V,8413878,2021-06
Argentina,2021-06-15,CanSino,8,2021-06
Argentina,2021-06-15,Moderna,7,2021-06
Argentina,2021-06-15,Oxford/AstraZeneca,5200824,2021-06
Argentina,2021-06-15,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-15,Sinopharm/Beijing,3759691,2021-06
Argentina,2021-06-15,Sputnik V,8536491,2021-06
Argentina,2021-06-16,CanSino,8,2021-06
Argentina,2021-06-16,Moderna,7,2021-06
Argentina,2021-06-16,Oxford/AstraZeneca,5386184,2021-06
Argentina,2021-06-16,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-16,Sinopharm/Beijing,3764470,2021-06
Argentina,2021-06-16,Sputnik V,8633036,2021-06
Argentina,2021-06-17,CanSino,8,2021-06
Argentina,2021-06-17,Moderna,7,2021-06
Argentina,2021-06-17,Oxford/AstraZeneca,5615182,2021-06
Argentina,2021-06-17,Pfizer/BioNTech,9,2021-06
Argentina,2021-06-17,Sinopharm/Beijing,3770787,2021-06
Argentina,2021-06-17,Sputnik V,8711966,2021-06
Argentina,2021-06-18,CanSino,8,2021-06
Argentina,2021-06-18,Moderna,8,2021-06
Argentina,2021-06-18,Oxford/AstraZeneca,5939658,2021-06
Argentina,2021-06-18,Pfizer/BioNTech,11,2021-06
Argentina,2021-06-18,Sinopharm/Beijing,3776659,2021-06
Argentina,2021-06-18,Sputnik V,8780599,2021-06
Argentina,2021-06-19,CanSino,8,2021-06
Argentina,2021-06-19,Moderna,8,2021-06
Argentina,2021-06-19,Oxford/AstraZeneca,6126103,2021-06
Argentina,2021-06-19,Pfizer/BioNTech,11,2021-06
Argentina,2021-06-19,Sinopharm/Beijing,3779223,2021-06
Argentina,2021-06-19,Sputnik V,8824091,2021-06
Argentina,2021-06-20,CanSino,8,2021-06
Argentina,2021-06-20,Moderna,8,2021-06
Argentina,2021-06-20,Oxford/AstraZeneca,6204046,2021-06
Argentina,2021-06-20,Pfizer/BioNTech,11,2021-06
Argentina,2021-06-20,Sinopharm/Beijing,3779508,2021-06
Argentina,2021-06-20,Sputnik V,8845053,2021-06
Argentina,2021-06-21,CanSino,8,2021-06
Argentina,2021-06-21,Moderna,8,2021-06
Argentina,2021-06-21,Oxford/AstraZeneca,6342272,2021-06
Argentina,2021-06-21,Pfizer/BioNTech,11,2021-06
Argentina,2021-06-21,Sinopharm/Beijing,3780790,2021-06
Argentina,2021-06-21,Sputnik V,8875154,2021-06
Argentina,2021-06-22,CanSino,8,2021-06
Argentina,2021-06-22,Moderna,8,2021-06
Argentina,2021-06-22,Oxford/AstraZeneca,6569450,2021-06
Argentina,2021-06-22,Pfizer/BioNTech,12,2021-06
Argentina,2021-06-22,Sinopharm/Beijing,3786718,2021-06
Argentina,2021-06-22,Sputnik V,8929582,2021-06
Argentina,2021-06-23,CanSino,8,2021-06
Argentina,2021-06-23,Moderna,8,2021-06
Argentina,2021-06-23,Oxford/AstraZeneca,6763111,2021-06
Argentina,2021-06-23,Pfizer/BioNTech,12,2021-06
Argentina,2021-06-23,Sinopharm/Beijing,3811040,2021-06
Argentina,2021-06-23,Sputnik V,8974526,2021-06
Argentina,2021-06-24,CanSino,8,2021-06
Argentina,2021-06-24,Moderna,8,2021-06
Argentina,2021-06-24,Oxford/AstraZeneca,6938127,2021-06
Argentina,2021-06-24,Pfizer/BioNTech,12,2021-06
Argentina,2021-06-24,Sinopharm/Beijing,3884153,2021-06
Argentina,2021-06-24,Sputnik V,9030759,2021-06
Argentina,2021-06-25,CanSino,9,2021-06
Argentina,2021-06-25,Moderna,8,2021-06
